Liste;No;unknown;Act;Domain;;;;;
BcAuthWhitelist2;1551799275;unknown;Add;gmail.google.com;moc.elgoog.liamg;;;;
BcSitesViaIPv4;1551799275;unknown;Add;maps-api-ssl.google.com;moc.elgoog.lss-ipa-spam;;;;
BcAuthWhitelist;1551799275;unknown;Add;maps-api-ssl.google.com;moc.elgoog.lss-ipa-spam;;;;
BcAuthWhitelist2;1551799275;unknown;Add;maps-api-ssl.google.com;moc.elgoog.lss-ipa-spam;;;;
BcAuthWhitelist2;1551799275;unknown;Add;keep.google.com;moc.elgoog.peek;;;;
BcAuthWhitelist2;1551799275;unknown;Add;docs.google.com;moc.elgoog.scod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;tools.google.com;moc.elgoog.sloot;;;;
BcAuthWhitelist2;1551799275;unknown;Add;spreadsheets.google.com;moc.elgoog.steehsdaerps;;;;
BcAuthWhitelist2;1551799275;unknown;Add;accounts.google.com;moc.elgoog.stnuocca;;;;
BcAuthWhitelist2;1551799275;unknown;Add;plus.google.com;moc.elgoog.sulp;;;;
BcAuthWhitelist2;1551799275;unknown;Add;talkgadget.google.com;moc.elgoog.tegdagklat;;;;
BcAuthWhitelist2;1551799275;unknown;Add;myaccount.google.com;moc.elgoog.tnuoccaym;;;;
BcAuthWhitelist2;1551799275;unknown;Add;support.google.com;moc.elgoog.troppus;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.google.com;moc.elgoog.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;inbox.google.com;moc.elgoog.xobni;;;;
BcNoCacheDomains;1551799275;unknown;Add;gateway.push.apple.com;moc.elppa.hsup.yawetag;;;;
BcAuthWhitelist;1551799275;unknown;Add;gateway.push.apple.com;moc.elppa.hsup.yawetag;;;;
BcPostWhitelist;1551799275;unknown;Add;gateway.push.apple.com;moc.elppa.hsup.yawetag;;;;
BcJavaWhitelist;1551799275;unknown;Add;gateway.push.apple.com;moc.elppa.hsup.yawetag;;;;
BcAuthWhitelist2;1551799275;unknown;Add;gateway.push.apple.com;moc.elppa.hsup.yawetag;;;;
BcAuthWhitelist2;1551799275;unknown;Add;updates-http.cdn-apple.com;moc.elppa-ndc.ptth-setadpu;;;;
BcNoSSLIntercept;1551799341;unknown;Add;arcgisonline.com;moc.enilnosigcra;;;;
BcAuthWhitelist2;1551799275;unknown;Add;jaspersoft.artifactoryonline.com;moc.enilnoyrotcafitra.tfosrepsaj;;;;
BcAuthWhitelist;1551799275;unknown;Add;vibsdepot.hpe.com;moc.eph.topedsbiv;;;;
BcExcepList3;1551799275;unknown;Add;vibsdepot.hpe.com;moc.eph.topedsbiv;;;;
BcAuthWhitelist2;1551799275;unknown;Add;vibsdepot.hpe.com;moc.eph.topedsbiv;;;;
BcAuthWhitelist;1551799275;unknown;Add;downloads.linux.hpe.com;moc.eph.xunil.sdaolnwod;;;;
BcExcepList3;1551799275;unknown;Add;downloads.linux.hpe.com;moc.eph.xunil.sdaolnwod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;downloads.linux.hpe.com;moc.eph.xunil.sdaolnwod;;;;
BcAuthWhitelist;1551799341;unknown;Add;downloads.linux.hpe.com;moc.eph.xunil.sdaolnwod;;;;
BcExcepList3;1551799341;unknown;Add;downloads.linux.hpe.com;moc.eph.xunil.sdaolnwod;;;;
BcNoSSLIntercept;1551799341;unknown;Add;downloads.linux.hpe.com;moc.eph.xunil.sdaolnwod;;;;
BcNoSSLIntercept;1551799341;unknown;Add;skype.com;moc.epyks;;;;
BcAuthWhitelist2;1551799275;unknown;Add;rhc.sonatype.com;moc.epytanos.chr;;;;
BcAuthWhitelist;1551799275;unknown;Add;svn.bsi-software.com;moc.erawtfos-isb.nvs;;;;
BcJavaWhitelist;1551799275;unknown;Add;svn.bsi-software.com;moc.erawtfos-isb.nvs;;;;
BcAuthWhitelist2;1551799275;unknown;Add;svn.bsi-software.com;moc.erawtfos-isb.nvs;;;;
BcAuthWhitelist2;1551799275;unknown;Add;blackducksoftware.com;moc.erawtfoskcudkcalb;;;;
BcAuthWhitelist2;1551799275;unknown;Add;appstore.com;moc.erotsppa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;admin.testandtarget.omniture.com;moc.erutinmo.tegratdnatset.nimda;;;;
BcAuthWhitelist2;1551799275;unknown;Add;backbase.com;moc.esabkcab;;;;
BcAuthWhitelist2;1551799275;unknown;Add;repo.backbase.com;moc.esabkcab.oper;;;;
BcSitesViaIPv4;1551799341;unknown;Add;scc.suse.com;moc.esus.ccs;;;;
BcNoSSLIntercept;1551799341;unknown;Add;scc.suse.com;moc.esus.ccs;;;;
BcSitesViaIPv4;1551799341;unknown;Add;updates.suse.com;moc.esus.setadpu;;;;
BcNoSSLIntercept;1551799341;unknown;Add;updates.suse.com;moc.esus.setadpu;;;;
BcAuthWhitelist2;1551799275;unknown;Add;windowsupdate.com;moc.etadpuswodniw;;;;
BcAuthWhitelist2;1551799275;unknown;Add;download.windowsupdate.com;moc.etadpuswodniw.daolnwod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ctldl.windowsupdate.com;moc.etadpuswodniw.ldltc;;;;
BcAuthWhitelist;1551799275;unknown;Add;login.live.com;moc.evil.nigol;;;;
BcProtocolDetection;1551799275;unknown;Add;login.live.com;moc.evil.nigol;;;;
BcExcepList3;1551799275;unknown;Add;login.live.com;moc.evil.nigol;;;;
BcAuthWhitelist2;1551799275;unknown;Add;login.live.com;moc.evil.nigol;;;;
BcNoSSLIntercept;1551799341;unknown;Add;fireeye.com;moc.eyeerif;;;;
BcNoSSLIntercept;1551799341;unknown;Add;securefile.fireeye.com;moc.eyeerif.eliferuces;;;;
BcNoSSLIntercept;1551799341;unknown;Add;www.fireeye.com;moc.eyeerif.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;bsiag.com;moc.gaisb;;;;
BcAuthWhitelist;1551799275;unknown;Add;svn.bsiag.com;moc.gaisb.nvs;;;;
BcPostWhitelist;1551799275;unknown;Add;svn.bsiag.com;moc.gaisb.nvs;;;;
BcJavaWhitelist;1551799275;unknown;Add;svn.bsiag.com;moc.gaisb.nvs;;;;
BcAuthWhitelist2;1551799275;unknown;Add;svn.bsiag.com;moc.gaisb.nvs;;;;
BcAuthWhitelist2;1551799275;unknown;Add;dl.yarnpkg.com;moc.gkpnray.ld;;;;
BcAuthWhitelist2;1551799275;unknown;Add;registry.yarnpkg.com;moc.gkpnray.yrtsiger;;;;
BcAuthWhitelist2;1551799275;unknown;Add;unpkg.com;moc.gkpnu;;;;
BcAuthWhitelist2;1551799275;unknown;Add;six-interbank-clearing.com;moc.gniraelc-knabretni-xis;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.six-interbank-clearing.com;moc.gniraelc-knabretni-xis.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;download.ceph.com;moc.hpec.daolnwod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;slack.com;moc.kcals;;;;
BcAuthWhitelist2;1551799275;unknown;Add;shavlik.com;moc.kilvahs;;;;
BcNoSSLIntercept;1551799341;unknown;Add;shavlik.com;moc.kilvahs;;;;
BcAuthWhitelist2;1551799275;unknown;Add;protectcloud.shavlik.com;moc.kilvahs.duolctcetorp;;;;
BcNoSSLIntercept;1551799341;unknown;Add;protectcloud.shavlik.com;moc.kilvahs.duolctcetorp;;;;
BcAuthWhitelist2;1551799275;unknown;Add;xml.shavlik.com;moc.kilvahs.lmx;;;;
BcNoSSLIntercept;1551799341;unknown;Add;xml.shavlik.com;moc.kilvahs.lmx;;;;
BcAuthWhitelist2;1551799275;unknown;Add;splunk.com;moc.knulps;;;;
BcNoSSLIntercept;1551799275;unknown;Add;download.splunk.com;moc.knulps.daolnwod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;download.splunk.com;moc.knulps.daolnwod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;download.splunk.com;moc.knulps.daolnwod;;;;
BcPostWhitelist;1551799275;unknown;Add;graph.facebook.com;moc.koobecaf.hparg;;;;
BcAuthWhitelist2;1551799275;unknown;Add;graph.facebook.com;moc.koobecaf.hparg;;;;
BcPostWhitelist;1551799275;unknown;Add;www.facebook.com;moc.koobecaf.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.facebook.com;moc.koobecaf.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;opentok.com;moc.kotnepo;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ka.plesk.com;moc.kselp.ak;;;;
BcNoSSLIntercept;1551799341;unknown;Add;ka.plesk.com;moc.kselp.ak;;;;
BcAuthWhitelist2;1551799275;unknown;Add;api-3t.paypal.com;moc.lapyap.t3-ipa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.paypal.com;moc.lapyap.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;api-3t.sandbox.paypal.com;moc.lapyap.xobdnas.t3-ipa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ftp.hdsioportal.com;moc.latropoisdh.ptf;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.hdsioportal.com;moc.latropoisdh.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;repo.mysql.com;moc.lqsym.oper;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.solutionsam.com;moc.masnoitulos.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ibm-open-platform.ibm.com;moc.mbi.mroftalp-nepo-mbi;;;;
BcNoSSLIntercept;1551799341;unknown;Add;ibm-open-platform.ibm.com;moc.mbi.mroftalp-nepo-mbi;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.ibm.com;moc.mbi.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;postfinance.incomm.com;moc.mmocni.ecnaniftsop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;postfinance.incomm.com;moc.mmocni.ecnaniftsop;;;;
BcAuthWhitelist2;1551799275;unknown;Add;postfinance-sandbox.incomm.com;moc.mmocni.xobdnas-ecnaniftsop;;;;
BcNoSSLIntercept;1551799341;unknown;Add;postfinance-sandbox.incomm.com;moc.mmocni.xobdnas-ecnaniftsop;;;;
BcAuthWhitelist;1551799275;unknown;Add;mobileid.swisscom.com;moc.mocssiws.dielibom;;;;
BcNoSSLIntercept;1551799275;unknown;Add;mobileid.swisscom.com;moc.mocssiws.dielibom;;;;
BcJavaWhitelist;1551799275;unknown;Add;mobileid.swisscom.com;moc.mocssiws.dielibom;;;;
BcAuthWhitelist2;1551799275;unknown;Add;mobileid.swisscom.com;moc.mocssiws.dielibom;;;;
BcAuthWhitelist;1551799275;unknown;Add;soap.mobileid.swisscom.com;moc.mocssiws.dielibom.paos;;;;
BcNoSSLIntercept;1551799275;unknown;Add;soap.mobileid.swisscom.com;moc.mocssiws.dielibom.paos;;;;
BcJavaWhitelist;1551799275;unknown;Add;soap.mobileid.swisscom.com;moc.mocssiws.dielibom.paos;;;;
BcAuthWhitelist2;1551799275;unknown;Add;soap.mobileid.swisscom.com;moc.mocssiws.dielibom.paos;;;;
BcExecutableExceptions;1551799275;unknown;Add;marcopolo.bsi-crm.com;moc.mrc-isb.olopocram;;;;
BcAuthWhitelist2;1551799275;unknown;Add;marcopolo.bsi-crm.com;moc.mrc-isb.olopocram;;;;
BcExecutableExceptions;1551799341;unknown;Add;marcopolo.bsi-crm.com;moc.mrc-isb.olopocram;;;;
BcNoSSLIntercept;1551799341;unknown;Add;marcopolo.bsi-crm.com;moc.mrc-isb.olopocram;;;;
BcExecutableExceptions;1551799275;unknown;Add;int.marcopolo.bsi-crm.com;moc.mrc-isb.olopocram.tni;;;;
BcAuthWhitelist2;1551799275;unknown;Add;int.marcopolo.bsi-crm.com;moc.mrc-isb.olopocram.tni;;;;
BcAuthWhitelist2;1551799275;unknown;Add;int.marcopolo.bsi-crm.com;moc.mrc-isb.olopocram.tni;;;;
BcExecutableExceptions;1551799341;unknown;Add;int.marcopolo.bsi-crm.com;moc.mrc-isb.olopocram.tni;;;;
BcAuthWhitelist2;1551799341;unknown;Add;int.marcopolo.bsi-crm.com;moc.mrc-isb.olopocram.tni;;;;
BcNoSSLIntercept;1551799341;unknown;Add;int.marcopolo.bsi-crm.com;moc.mrc-isb.olopocram.tni;;;;
BcNoSSLIntercept;1551799341;unknown;Add;int.marcopolo.bsi-crm.com;moc.mrc-isb.olopocram.tni;;;;
BcAuthWhitelist2;1551799275;unknown;Add;b2b-postfinance.advanced-trading-platform.com;moc.mroftalp-gnidart-decnavda.ecnaniftsop-b2b;;;;
BcNoSSLIntercept;1551799341;unknown;Add;b2b-postfinance.advanced-trading-platform.com;moc.mroftalp-gnidart-decnavda.ecnaniftsop-b2b;;;;
BcAuthWhitelist2;1551799275;unknown;Add;b2b-postfinance-test.advanced-trading-platform.com;moc.mroftalp-gnidart-decnavda.tset-ecnaniftsop-b2b;;;;
BcNoSSLIntercept;1551799341;unknown;Add;b2b-postfinance-test.advanced-trading-platform.com;moc.mroftalp-gnidart-decnavda.tset-ecnaniftsop-b2b;;;;
BcAuthWhitelist2;1551799275;unknown;Add;s3-support.cloudian.com;moc.naiduolc.troppus-3s;;;;
BcAuthWhitelist;1551799275;unknown;Add;ocsp.verisign.com;moc.ngisirev.psco;;;;
BcJavaWhitelist;1551799275;unknown;Add;ocsp.verisign.com;moc.ngisirev.psco;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ocsp.verisign.com;moc.ngisirev.psco;;;;
BcSitesViaIPv4;1551799275;unknown;Add;api.linkedin.com;moc.nideknil.ipa;;;;
BcExcepList2;1551799275;unknown;Add;api.linkedin.com;moc.nideknil.ipa;;;;
BcPostWhitelist;1551799275;unknown;Add;api.linkedin.com;moc.nideknil.ipa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;api.linkedin.com;moc.nideknil.ipa;;;;
BcSitesViaIPv4;1551799275;unknown;Add;www.linkedin.com;moc.nideknil.www;;;;
BcExcepList2;1551799275;unknown;Add;www.linkedin.com;moc.nideknil.www;;;;
BcPostWhitelist;1551799275;unknown;Add;www.linkedin.com;moc.nideknil.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.linkedin.com;moc.nideknil.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;odin.com;moc.nido;;;;
BcNoSSLIntercept;1551799341;unknown;Add;odin.com;moc.nido;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.odin.com;moc.nido.www;;;;
BcNoSSLIntercept;1551799341;unknown;Add;www.odin.com;moc.nido.www;;;;
BcPostWhitelist;1551799275;unknown;Add;www.sos-berlin.com;moc.nilreb-sos.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.sos-berlin.com;moc.nilreb-sos.www;;;;
BcAuthWhitelist;1551799275;unknown;Add;wugateway2.westernunion.com;moc.noinunretsew.2yawetaguw;;;;
BcPostWhitelist;1551799275;unknown;Add;wugateway2.westernunion.com;moc.noinunretsew.2yawetaguw;;;;
BcJavaWhitelist;1551799275;unknown;Add;wugateway2.westernunion.com;moc.noinunretsew.2yawetaguw;;;;
BcAuthWhitelist2;1551799275;unknown;Add;wugateway2.westernunion.com;moc.noinunretsew.2yawetaguw;;;;
BcAuthWhitelist;1551799275;unknown;Add;wugateway2pi.westernunion.com;moc.noinunretsew.ip2yawetaguw;;;;
BcPostWhitelist;1551799275;unknown;Add;wugateway2pi.westernunion.com;moc.noinunretsew.ip2yawetaguw;;;;
BcJavaWhitelist;1551799275;unknown;Add;wugateway2pi.westernunion.com;moc.noinunretsew.ip2yawetaguw;;;;
BcAuthWhitelist2;1551799275;unknown;Add;wugateway2pi.westernunion.com;moc.noinunretsew.ip2yawetaguw;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.symappmon.com;moc.nomppamys.www;;;;
BcNoSSLIntercept;1551799341;unknown;Add;www.symappmon.com;moc.nomppamys.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;fundinfo.com;moc.ofnidnuf;;;;
BcAuthWhitelist2;1551799275;unknown;Add;api.fundinfo.com;moc.ofnidnuf.ipa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;gateway.fundinfo.com;moc.ofnidnuf.yawetag;;;;
BcNoSSLIntercept;1551799341;unknown;Add;visualstudio.com;moc.oidutslausiv;;;;
BcNoSSLIntercept;1551799341;unknown;Add;dc.services.visualstudio.com;moc.oidutslausiv.secivres.cd;;;;
BcNoSSLIntercept;1551799341;unknown;Add;app.vssps.visualstudio.com;moc.oidutslausiv.spssv.ppa;;;;
BcNoSSLIntercept;1551799341;unknown;Add;app.vsspsext.visualstudio.com;moc.oidutslausiv.txespssv.ppa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;cran.rstudio.com;moc.oidutsr.narc;;;;
BcAuthWhitelist2;1551799275;unknown;Add;signdemo.com;moc.omedngis;;;;
BcAuthWhitelist2;1551799275;unknown;Add;swiss.signdemo.com;moc.omedngis.ssiws;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ra.swiss.signdemo.com;moc.omedngis.ssiws.ar;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ka.virtuozzo.com;moc.ozzoutriv.ak;;;;
BcNoSSLIntercept;1551799341;unknown;Add;ka.virtuozzo.com;moc.ozzoutriv.ak;;;;
BcAuthWhitelist2;1551799275;unknown;Add;repo.virtuozzo.com;moc.ozzoutriv.oper;;;;
BcAuthWhitelist2;1551799275;unknown;Add;hp.com;moc.ph;;;;
BcExecutableExceptions;1551799341;unknown;Add;houston.hp.com;moc.ph.notsuoh;;;;
BcAuthWhitelist2;1551799341;unknown;Add;houston.hp.com;moc.ph.notsuoh;;;;
BcAuthWhitelist;1551799341;unknown;Add;houston.hp.com;moc.ph.notsuoh;;;;
BcJavaWhitelist;1551799341;unknown;Add;houston.hp.com;moc.ph.notsuoh;;;;
BcNoSSLIntercept;1551799341;unknown;Add;houston.hp.com;moc.ph.notsuoh;;;;
BcAuthWhitelist2;1551799275;unknown;Add;netapp.com;moc.ppaten;;;;
BcAuthWhitelist2;1551799275;unknown;Add;upload.netapp.com;moc.ppaten.daolpu;;;;
BcAuthWhitelist2;1551799275;unknown;Add;magma-emea-prd.netapp.com;moc.ppaten.drp-aeme-amgam;;;;
BcNoSSLIntercept;1551799275;unknown;Add;support.netapp.com;moc.ppaten.troppus;;;;
BcPostWhitelist;1551799275;unknown;Add;support.netapp.com;moc.ppaten.troppus;;;;
BcAuthWhitelist2;1551799275;unknown;Add;support.netapp.com;moc.ppaten.troppus;;;;
BcAuthWhitelist2;1551799275;unknown;Add;support.netapp.com;moc.ppaten.troppus;;;;
BcAuthWhitelist2;1551799275;unknown;Add;magmasupport.netapp.com;moc.ppaten.troppusamgam;;;;
BcAuthWhitelist2;1551799275;unknown;Add;bower.herokuapp.com;moc.ppaukoreh.rewob;;;;
BcAuthWhitelist2;1551799275;unknown;Add;enterprise.sensuapp.com;moc.ppausnes.esirpretne;;;;
BcAuthWhitelist2;1551799275;unknown;Add;releases.hashicorp.com;moc.procihsah.sesaeler;;;;
BcNoSSLIntercept;1551799341;unknown;Add;releases.hashicorp.com;moc.procihsah.sesaeler;;;;
BcAuthWhitelist2;1551799275;unknown;Add;docker.com;moc.rekcod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;twitter.com;moc.rettiwt;;;;
BcAuthWhitelist2;1551799275;unknown;Add;partnerstream1.twitter.com;moc.rettiwt.1maertsrentrap;;;;
BcAuthWhitelist2;1551799275;unknown;Add;partnerstream2.twitter.com;moc.rettiwt.2maertsrentrap;;;;
BcAuthWhitelist2;1551799275;unknown;Add;stream.twitter.com;moc.rettiwt.maerts;;;;
BcAuthWhitelist;1551799275;unknown;Add;entry.winterthur.com;moc.ruhtretniw.yrtne;;;;
BcPostWhitelist;1551799275;unknown;Add;entry.winterthur.com;moc.ruhtretniw.yrtne;;;;
BcAuthWhitelist2;1551799275;unknown;Add;entry.winterthur.com;moc.ruhtretniw.yrtne;;;;
BcAuthWhitelist;1551799341;unknown;Add;entry.winterthur.com;moc.ruhtretniw.yrtne;;;;
BcPostWhitelist;1551799341;unknown;Add;entry.winterthur.com;moc.ruhtretniw.yrtne;;;;
BcNoSSLIntercept;1551799341;unknown;Add;entry.winterthur.com;moc.ruhtretniw.yrtne;;;;
BcAuthWhitelist;1551799275;unknown;Add;accentry.winterthur.com;moc.ruhtretniw.yrtnecca;;;;
BcPostWhitelist;1551799275;unknown;Add;accentry.winterthur.com;moc.ruhtretniw.yrtnecca;;;;
BcAuthWhitelist2;1551799275;unknown;Add;accentry.winterthur.com;moc.ruhtretniw.yrtnecca;;;;
BcAuthWhitelist;1551799341;unknown;Add;accentry.winterthur.com;moc.ruhtretniw.yrtnecca;;;;
BcPostWhitelist;1551799341;unknown;Add;accentry.winterthur.com;moc.ruhtretniw.yrtnecca;;;;
BcNoSSLIntercept;1551799341;unknown;Add;accentry.winterthur.com;moc.ruhtretniw.yrtnecca;;;;
BcAuthWhitelist2;1551799275;unknown;Add;veritas.com;moc.satirev;;;;
BcNoSSLIntercept;1551799341;unknown;Add;veritas.com;moc.satirev;;;;
BcSitesViaIPv4;1551799275;unknown;Add;yum.puppetlabs.com;moc.sbalteppup.muy;;;;
BcAuthWhitelist2;1551799275;unknown;Add;yum.puppetlabs.com;moc.sbalteppup.muy;;;;
BcSitesViaIPv4;1551799275;unknown;Add;docs.puppetlabs.com;moc.sbalteppup.scod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;docs.puppetlabs.com;moc.sbalteppup.scod;;;;
BcSitesViaIPv4;1551799275;unknown;Add;ibb.ubs.com;moc.sbu.bbi;;;;
BcAuthWhitelist;1551799275;unknown;Add;ibb.ubs.com;moc.sbu.bbi;;;;
BcProtocolDetection;1551799275;unknown;Add;ibb.ubs.com;moc.sbu.bbi;;;;
BcJavaWhitelist;1551799275;unknown;Add;ibb.ubs.com;moc.sbu.bbi;;;;
BcAuthWhitelist2;1551799275;unknown;Add;ibb.ubs.com;moc.sbu.bbi;;;;
BcSitesViaIPv4;1551799275;unknown;Add;keylink.ubs.com;moc.sbu.knilyek;;;;
BcAuthWhitelist;1551799275;unknown;Add;keylink.ubs.com;moc.sbu.knilyek;;;;
BcProtocolDetection;1551799275;unknown;Add;keylink.ubs.com;moc.sbu.knilyek;;;;
BcJavaWhitelist;1551799275;unknown;Add;keylink.ubs.com;moc.sbu.knilyek;;;;
BcAuthWhitelist2;1551799275;unknown;Add;keylink.ubs.com;moc.sbu.knilyek;;;;
BcSitesViaIPv4;1551799275;unknown;Add;www.ubs.com;moc.sbu.www;;;;
BcAuthWhitelist;1551799275;unknown;Add;www.ubs.com;moc.sbu.www;;;;
BcProtocolDetection;1551799275;unknown;Add;www.ubs.com;moc.sbu.www;;;;
BcJavaWhitelist;1551799275;unknown;Add;www.ubs.com;moc.sbu.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;www.ubs.com;moc.sbu.www;;;;
BcAuthWhitelist2;1551799275;unknown;Add;hds.com;moc.sdh;;;;
BcNoSSLIntercept;1551799341;unknown;Add;hds.com;moc.sdh;;;;
BcAuthWhitelist2;1551799275;unknown;Add;hcpanywhere.hds.com;moc.sdh.erehwynapch;;;;
BcNoSSLIntercept;1551799341;unknown;Add;hcpanywhere.hds.com;moc.sdh.erehwynapch;;;;
BcAuthWhitelist2;1551799275;unknown;Add;tuf.hds.com;moc.sdh.fut;;;;
BcNoSSLIntercept;1551799341;unknown;Add;tuf.hds.com;moc.sdh.fut;;;;
BcAuthWhitelist2;1551799275;unknown;Add;support.hds.com;moc.sdh.troppus;;;;
BcNoSSLIntercept;1551799341;unknown;Add;support.hds.com;moc.sdh.troppus;;;;
BcAuthWhitelist2;1551799275;unknown;Add;api.uptrends.com;moc.sdnertpu.ipa;;;;
BcAuthWhitelist2;1551799275;unknown;Add;marcopolo-dev-dossier.elca-services.com;moc.secivres-acle.reissod-ved-olopocram;;;;
BcAuthWhitelist2;1551799275;unknown;Add;mortgage-marco-polo-test.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.tset-olop-ocram-egagtrom;;;;
BcAuthWhitelist2;1551799275;unknown;Add;offering-marco-polo-test.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.tset-olop-ocram-gnireffo;;;;
BcAuthWhitelist2;1551799275;unknown;Add;keycloak-marco-polo-test.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.tset-olop-ocram-kaolcyek;;;;
BcAuthWhitelist2;1551799275;unknown;Add;docgen-marco-polo-test.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.tset-olop-ocram-negcod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;dossier-marco-polo-test.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.tset-olop-ocram-reissod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;mortgage-marco-polo-dev.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.ved-olop-ocram-egagtrom;;;;
BcAuthWhitelist2;1551799275;unknown;Add;offering-marco-polo-dev.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.ved-olop-ocram-gnireffo;;;;
BcAuthWhitelist2;1551799275;unknown;Add;keycloak-marco-polo-dev.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.ved-olop-ocram-kaolcyek;;;;
BcAuthWhitelist2;1551799275;unknown;Add;docgen-marco-polo-dev.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.ved-olop-ocram-negcod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;notification-marco-polo-dev.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.ved-olop-ocram-noitacifiton;;;;
BcAuthWhitelist2;1551799275;unknown;Add;dossier-marco-polo-dev.openshift.elca-services.com;moc.secivres-acle.tfihsnepo.ved-olop-ocram-reissod;;;;
BcAuthWhitelist2;1551799275;unknown;Add;googleapis.com;moc.sipaelgoog;;;;
BcAuthWhitelist2;1551799275;unknown;Add;iid.googleapis.com;moc.sipaelgoog.dii;;;;
BcAuthWhitelist2;1551799275;unknown;Add;android.googleapis.com;moc.sipaelgoog.diordna;;;;
BcExecutableExceptions;1551799275;unknown;Add;storage.googleapis.com;moc.sipaelgoog.egarots;;;;
BcSitesViaIPv4;1551799275;unknown;Add;storage.googleapis.com;moc.sipaelgoog.egarots;;;;
BcAuthWhitelist;1551799275;unknown;Add;storage.googleapis.com;moc.sipaelgoog.egarots;;;;
BcAuthWhitelist2;1551799275;unknown;Add;storage.googleapis.com;moc.sipaelgoog.egarots;;;;
BcAuthWhitelist2;1551799275;unknown;Add;selenium-release.storage.googleapis.com;moc.sipaelgoog.egarots.esaeler-muineles;;;;
BcAuthWhitelist2;1551799275;unknown;Add;selenium-release.storage.googleapis.com;moc.sipaelgoog.egarots.esaeler-muineles;;;;
BcAuthWhitelist2;1551799275;unknown;Add;fcm.googleapis.com;moc.sipaelgoog.mcf;;;;
BcExecutableExceptions;1551799275;unknown;Add;maps.googleapis.com;moc.sipaelgoog.spam;;;;
BcSitesViaIPv4;1551799275;unknown;Add;maps.googleapis.com;moc.sipaelgoog.spam;;;;
BcAuthWhitelist;1551799275;unknown;Add;maps.googleapis.com;moc.sipaelgoog.spam;;;;
BcAuthWhitelist2;1551799275;unknown;Add;maps.googleapis.com;moc.sipaelgoog.spam;;;;
BcAuthWhitelist2;1551799275;unknown;Add;fonts.googleapis.com;moc.sipaelgoog.stnof;;;;
BcAuthWhitelist2;1551799275;unknown;Add;lindon.extranet.altiris.com;moc.siritla.tenartxe.nodnil;;;;
BcAuthWhitelist2;1551799275;unknown;Add;public-repo-1.hortonworks.com;moc.skrownotroh.1-oper-cilbup;;;;
BcAuthWhitelist2;1551799275;unknown;Add;parallels.com;moc.slellarap;;;;
BcNoSSLIntercept;1551799341;unknown;Add;parallels.com;moc.slellarap;;;;
